optimizer,hyperparameters,criterion,crt_parameter,top-1 test acc,overfitting indicator,l1,l5,l1/l5,fwp_overhead,bwp_overhead,images/s,runtime,max_allocated_memory,max_reserved_memory,epochs,exclusive_run
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.5,0.0012,24.2579,39.7663,0.61,1.4487,1.4487,2267.38,85.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.58,0.0282,21.9559,38.2095,0.5746,1.1233,1.1233,2716.01,69.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.65,0.0087,25.7634,42.0167,0.6132,1.3856,1.3856,2333.19,82.93,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.52,0.0369,22.222,41.9498,0.5297,1.11,1.11,2704.72,69.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.61,0.0182,25.3912,40.4504,0.6277,1.3176,1.3176,2475.41,78.13,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.63,0.0296,24.0931,44.3904,0.5428,1.106,1.106,2690.84,69.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.57,0.0169,23.0596,38.8951,0.5929,1.3095,1.3095,2303.8,83.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.5,0.0157,23.6605,39.8412,0.5939,1.2626,1.2626,2429.83,79.11,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.66,0.0227,21.9263,37.9523,0.5777,1.289,1.289,2210.34,88.17,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.69,0.0153,24.5182,39.7801,0.6163,1.3695,1.3695,2350.68,82.23,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.61,0.0224,23.9465,39.0734,0.6129,1.2487,1.2487,2493.05,76.87,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.32,0.034,21.5111,39.7429,0.5413,1.1137,1.1137,2524.16,74.17,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.52,0.0339,24.0744,41.4243,0.5812,1.1002,1.1002,2631.48,70.81,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.36,0.0412,24.0098,42.1756,0.5693,1.0917,1.0917,2657.63,70.28,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.31,0.0403,24.7226,43.0726,0.574,1.0869,1.0869,2753.37,67.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.62,0.0159,24.0471,38.0673,0.6317,1.3043,1.3043,1780.88,108.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.44,0.0354,22.5652,38.0104,0.5937,1.1004,1.1004,2694.83,69.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.41,0.0404,23.0177,42.4215,0.5426,1.0875,1.0875,2751.03,67.98,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.62,0.035,23.564,42.0516,0.5604,1.0784,1.0784,2774.67,67.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.62,0.0211,23.3386,41.6105,0.5609,1.2342,1.2342,2550.88,75.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.58,0.0211,22.7798,41.344,0.551,1.2888,1.2888,2468.75,78.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.39,0.0423,21.7058,40.7901,0.5321,1.0732,1.0732,2778.27,67.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.64,0.0124,23.2781,40.5885,0.5735,1.3607,1.3607,2370.43,81.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.56,0.0382,22.3,41.5856,0.5362,1.0897,1.0897,2742.45,68.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.47,0.0288,23.2887,38.8564,0.5994,1.2259,1.2259,2577.33,74.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.5,0.0371,24.568,44.2367,0.5554,1.0772,1.0772,2717.38,68.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.66,0.0237,22.5441,42.937,0.5251,1.2837,1.2837,2498.05,77.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.45,0.0443,22.8518,40.5724,0.5632,1.072,1.072,2757.4,67.39,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.44,0.0268,22.6206,42.0744,0.5376,1.3557,1.3557,2422.34,79.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.55,0.0457,22.4276,39.0344,0.5746,1.0654,1.0654,2691.67,68.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.63,0.0258,23.8203,41.9875,0.5673,1.3321,1.3321,2452.72,78.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.6,0.0023,23.5056,40.5323,0.5799,1.4708,1.4708,2254.34,86.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.77,0.0327,22.3276,39.0759,0.5714,1.3383,1.3383,2401.05,80.49,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.53,0.0252,24.248,37.9931,0.6382,1.3467,1.3467,2374.17,81.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.52,0.0325,22.4542,37.9312,0.592,1.3268,1.3268,2467.32,78.49,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.65,0.0001,22.7301,37.3722,0.6082,1.5297,1.5297,2172.82,88.93,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.59,0.0257,21.2987,36.0433,0.5909,1.2694,1.2694,2508.21,76.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.68,-0.0073,21.7759,39.1861,0.5557,1.598,1.598,2089.52,91.95,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.57,0.007,23.2981,35.0711,0.6643,1.3962,1.3962,2331.71,83.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.71,-0.0019,22.0908,38.5599,0.5729,1.5342,1.5342,2180.19,88.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.58,0.0373,23.8118,43.3764,0.549,1.249,1.249,2535.35,75.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.85,0.0017,21.872,38.5029,0.5681,1.4581,1.4581,2136.56,90.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.5,0.0325,21.5024,37.5171,0.5731,1.26,1.26,2418.19,79.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.42,0.0378,23.0074,40.184,0.5726,1.254,1.254,2233.89,86.81,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.65,-0.0017,22.1643,39.1677,0.5659,1.4785,1.4785,2252.14,85.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.69,-0.0007,23.4502,37.2657,0.6293,1.3985,1.3985,2322.77,83.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.68,0.0042,24.2335,37.8902,0.6396,1.3391,1.3391,2430.24,79.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.53,0.0332,22.422,38.5126,0.5822,1.1983,1.1983,2583.09,73.7,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.64,0.0344,21.9957,40.6701,0.5408,1.1917,1.1917,2620.07,72.74,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.54,0.0474,22.6012,41.2872,0.5474,1.0769,1.0769,2718.77,68.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.57,0.0379,21.6514,37.4748,0.5778,1.1887,1.1887,2607.38,72.86,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.45,0.0407,21.8067,40.6316,0.5367,1.0687,1.0687,2700.45,68.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.38,0.0544,22.1191,39.7173,0.5569,1.0631,1.0631,2775.53,66.87,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.58,0.0143,22.814,39.0158,0.5847,1.3379,1.3379,2436.67,79.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.59,0.0209,22.7197,36.7743,0.6178,1.2589,1.2589,2515.98,76.39,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.57,0.0489,23.331,41.8893,0.557,1.0589,1.0589,2742.91,67.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.47,0.0256,20.8542,37.4341,0.5571,1.1982,1.1982,2613.23,72.98,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.36,0.0506,22.5419,39.6734,0.5682,1.065,1.065,2709.06,68.58,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.53,0.0243,21.0874,38.1539,0.5527,1.1852,1.1852,2623.17,72.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.57,0.0247,21.8658,38.7183,0.5647,1.2451,1.2451,2544.06,75.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.5,0.0475,23.4177,43.2254,0.5418,1.0563,1.0563,2821.92,65.8,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.29,0.0634,24.3726,41.7772,0.5834,1.0481,1.0481,2727.8,67.82,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.34,0.0577,21.6729,37.5001,0.5779,1.052,1.052,2805.27,66.06,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.72,0.0176,22.1492,39.2467,0.5644,1.3263,1.3263,2452.19,78.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.6,0.0235,22.3292,41.2753,0.541,1.2084,1.2084,1879.18,101.36,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.41,0.0548,23.3969,38.2892,0.6111,1.0582,1.0582,2767.47,67.01,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.52,0.0503,23.5185,40.1447,0.5858,1.049,1.049,2742.82,67.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.49,0.0566,23.2438,43.2787,0.5371,1.0436,1.0436,2755.74,67.11,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.58,0.0217,22.3743,36.8792,0.6067,1.2355,1.2355,2580.65,74.33,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.67,0.0318,22.7914,37.0531,0.6151,1.175,1.175,2612.95,72.62,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.38,0.0636,22.6814,38.1178,0.595,1.0418,1.0418,2639.23,69.84,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.54,0.0197,22.2467,38.0455,0.5847,1.3178,1.3178,2336.38,82.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.75,0.0155,24.1246,39.8168,0.6059,1.31,1.31,2451.75,78.58,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.57,0.0293,22.065,38.2593,0.5767,1.231,1.231,2535.71,75.35,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.34,0.0544,21.9184,37.7234,0.581,1.0538,1.0538,2770.4,66.79,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.56,0.0313,22.8287,39.3114,0.5807,1.1684,1.1684,2665.65,71.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.5,0.0578,24.5882,42.6182,0.5769,1.0449,1.0449,2799.99,66.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.32,0.0613,23.4476,39.3986,0.5951,1.0379,1.0379,2799.37,65.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.26,0.0687,25.3848,41.5933,0.6103,1.0346,1.0346,2820.47,65.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.44,0.0249,23.8434,41.3167,0.5771,1.3582,1.3582,2405.3,80.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.84,-0.0157,24.1965,38.8834,0.6223,1.6096,1.6096,2066.45,92.95,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.63,0.0011,23.0368,35.4928,0.6491,1.5388,1.5388,2170.93,89.25,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.66,0.004,24.0965,36.6549,0.6574,1.4843,1.4843,2227.6,86.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.4,0.0332,22.4263,39.5084,0.5676,1.3361,1.3361,2444.3,79.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.6,0.0237,23.3612,40.4774,0.5771,1.3452,1.3452,2389.23,80.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.49,0.0266,23.7248,38.615,0.6144,1.3422,1.3422,2358.46,81.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.66,0.0042,22.4282,36.8796,0.6081,1.4131,1.4131,2320.84,83.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.55,-0.0,23.1693,37.4288,0.619,1.4677,1.4677,2257.8,86.06,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.52,0.03,21.8166,37.0072,0.5895,1.2769,1.2769,2462.83,78.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.65,0.0278,24.3368,42.1662,0.5772,1.2662,1.2662,2521.92,76.2,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.64,-0.0055,24.6349,38.7486,0.6358,1.5398,1.5398,2152.94,89.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.7,0.0312,23.7732,37.271,0.6378,1.2583,1.2583,2528.38,75.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.62,0.0374,22.4975,38.5319,0.5839,1.2623,1.2623,2552.35,75.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.73,0.0099,24.0554,37.6202,0.6394,1.3469,1.3469,2424.03,79.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.67,-0.0053,23.302,35.3405,0.6594,1.4847,1.4847,2251.37,86.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.64,0.0323,23.2703,38.5847,0.6031,1.2066,1.2066,2610.01,73.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.61,0.004,23.0395,39.451,0.584,1.4084,1.4084,2305.14,84.01,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.52,0.0357,22.5054,37.3007,0.6034,1.2022,1.2022,2565.5,74.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.57,0.0373,21.6263,40.1511,0.5386,1.1988,1.1988,2590.16,73.39,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.59,0.0133,23.5968,41.483,0.5688,1.3442,1.3442,2383.44,81.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.6,0.0248,24.4389,37.0531,0.6596,1.2023,1.2023,2521.41,75.49,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.61,0.0177,22.9003,40.2453,0.569,1.2639,1.2639,2503.11,76.67,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.67,0.0413,22.2279,39.7369,0.5594,1.0808,1.0808,2629.84,70.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.31,0.0476,21.7696,40.1765,0.5418,1.068,1.068,2744.77,67.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.33,0.0557,24.0843,39.5637,0.6087,1.0616,1.0616,2609.19,71.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.39,0.0411,22.3033,38.578,0.5781,1.0737,1.0737,2717.22,68.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.5,0.0176,23.9972,40.3053,0.5954,1.3309,1.3309,2459.63,78.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.53,0.0252,24.7014,38.9455,0.6343,1.2509,1.2509,2540.59,75.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.41,0.0376,22.5935,40.5733,0.5569,1.0701,1.0701,2752.61,67.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.5,0.0276,22.3115,37.3748,0.597,1.2193,1.2193,1850.62,103.18,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.38,0.03,21.0408,39.0781,0.5384,1.188,1.188,2607.66,72.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.44,0.0485,22.6595,40.687,0.5569,1.0608,1.0608,2769.62,67.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.42,0.054,23.2923,43.0276,0.5413,1.0542,1.0542,2722.76,68.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.37,0.0521,24.0323,40.3953,0.5949,1.0514,1.0514,2616.55,70.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.42,0.0509,22.8796,41.5557,0.5506,1.0532,1.0532,2769.36,66.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.3,0.0582,24.7663,41.993,0.5898,1.0469,1.0469,2795.7,66.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.5,0.0229,23.0911,40.1287,0.5754,1.2397,1.2397,2563.04,74.87,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.51,0.0461,23.6607,40.3838,0.5859,1.0615,1.0615,2713.59,68.36,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.45,0.0289,22.845,37.0978,0.6158,1.18,1.18,2584.75,73.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.66,0.0138,23.0876,36.8902,0.6258,1.3207,1.3207,2442.06,79.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.44,0.0558,23.2503,42.2413,0.5504,1.0552,1.0552,2814.91,65.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.37,0.0529,24.0415,43.7934,0.549,1.0418,1.0418,2823.05,65.47,,,200,False
